Table S4 Co-expression module assignments,,,,,,,,,,,,,,
gene_name,module,color,kME_pink,kME_blue,kME_grey,kME_yellow,kME_turquoise,kME_brown,kME_red,kME_black,kME_greenyellow,kME_green,kME_purple,kME_magenta
C3,red,red,-0.114170328,0.040730385,0.272460822,-0.250312545,0.007143968,0.10028742,0.378136933,-0.191161533,-0.037285688,-0.179805638,0.187586304,0.096158541
STOX2,turquoise,turquoise,-0.021488017,0.009485951,0.09422734,0.081950172,0.17793677,-0.118399269,-0.040559056,-0.004615061,-0.059175372,0.086299603,0.040729775,0.089925064
ENPP1,brown,brown,-0.069338517,-0.053798733,-0.105158693,0.165995915,-0.203551189,0.314429524,0.034345335,-0.003629142,0.167668825,-0.014835734,0.02288598,-0.124694271
MX2,blue,blue,-0.041510746,0.162394323,0.051155175,-0.05480857,-0.039893721,0.113306269,0.180794429,-0.048274196,0.020787899,-0.10352339,0.036488641,-0.054530866
AKNA,red,red,-0.018914022,0.028180421,0.053728588,-0.029701352,0.008212328,0.042129188,0.105837415,5.30E-05,-0.022424115,-0.00392045,0.071065266,0.037223797
BCR,brown,brown,-0.013985812,0.036838915,0.010288877,0.030772336,-0.039476221,0.07272423,0.067402497,-0.00807188,0.047360904,-0.039017844,-0.020208425,-0.023263382
KCNE1,blue,blue,-0.000625794,0.277997174,0.020384126,0.041688313,0.026759221,-0.043395633,0.001273547,0.008730456,0.018791866,-0.008588793,-0.036084357,-0.039212252
HLA-DPA1,pink,pink,0.114265447,-0.010803236,0.030999048,-0.027965034,0.0052384,-0.025255059,-0.028597417,0.0269714,-0.037314828,0.048077653,0.021435065,0.008642453
SERINC5,red,red,-0.020449855,-0.034850894,0.041222993,-0.030068738,-0.011314001,0.041567991,0.158308974,0.001167102,-0.034819945,0.077535808,0.168243421,0.10597309
PLSCR2,blue,blue,-0.023276733,0.580413197,0.059040571,0.015521289,0.037739709,-0.026986945,0.060428116,-0.011544048,0.036919995,-0.049969346,-0.052757371,-0.094415938
DUSP2,black,black,0.070867947,-0.013238825,-0.012647118,-0.003675132,0.000977599,-0.02245014,-0.030745108,0.157548549,-0.013658194,0.022653651,-0.017187447,-2.90E-05
TTTY14,purple,purple,-0.038704925,0.009108437,0.074053739,-0.058466157,0.082729203,-0.007989556,0.119754904,-0.024473844,-0.022590389,-0.004313862,0.141670367,0.09158455
IER3,brown,brown,-0.025806238,-0.051417191,-0.199086836,0.213214141,-0.413225811,0.423075138,0.175967509,-0.013647032,0.183501246,-0.211603887,-0.166981252,-0.056414537
AC019117.2,blue,blue,0.000284524,0.157314046,0.03762124,0.022664659,0.05434702,-0.05420401,-0.023901732,0.00324316,0.063389016,-0.006575943,-0.054420049,-0.020390971
FAM110B,brown,brown,-0.066534395,-0.070559462,-0.117707655,0.2373744,-0.132285445,0.266387395,-0.056173091,-0.021932941,0.036890087,0.045816744,-0.01480565,-0.180119751
RBM20,black,black,0.032854225,-0.023227397,-0.05537816,0.012202018,0.01597608,-0.065222908,-0.081025927,0.545534831,-0.020339467,0.093280861,-0.058985996,-0.007026655
AZIN1-AS1,blue,blue,-0.024458705,0.156438776,0.089732919,-0.049041544,0.097851026,-0.068860413,0.066423919,0.009117526,-0.018443129,-0.01448316,0.011712135,0.035550228
MAPK9,blue,blue,-0.022431552,0.485925776,0.080546867,-0.011294096,0.078482205,-0.066739159,-0.002915165,0.008794183,0.105258223,-0.050601266,-0.090427427,-0.087026318
TNFSF15,yellow,yellow,0.028540204,-0.010940428,-0.14869938,0.410851649,-0.078429007,0.012426387,-0.066460346,0.036397858,-0.028231878,-0.032045279,-0.089845346,-0.053656034
DIAPH3,yellow,yellow,-0.000542719,0.00859907,-0.00632431,0.057503684,-0.005251542,-0.001438114,0.003591769,0.009681464,-0.009709192,-0.002033553,-0.009182751,-0.00379577
SVIL,brown,brown,0.007263751,0.091992698,-0.088469689,0.044360462,-0.217204259,0.257338482,0.171239648,-0.039291469,0.011822602,-0.096797684,0.02278711,-0.126351696
ADAMTSL3,turquoise,turquoise,-0.071262609,0.111993427,0.114498661,-0.00975848,0.183349346,-0.049773533,-0.059893382,0.011289424,0.136724177,0.108713055,-0.043651268,-0.028052425
HES1,magenta,magenta,0.022630072,0.007892333,0.122817549,-0.091188138,0.079375954,-0.133307291,0.152584175,-0.001392756,0.001758732,0.030853894,0.098511886,0.379598641
PKP4,brown,brown,0.01338288,-0.039505909,-0.072143327,-0.00427726,-0.149033371,0.225836246,0.052931268,-0.043523936,-0.024108573,-0.063912124,0.002977116,-0.120990824
AHR,brown,brown,-0.003977241,0.027698003,-0.055907161,0.155839511,-0.083525324,0.103817955,-0.007701471,-0.004688605,0.103231005,-0.039755267,-0.106187508,-0.048100198
SLC1A3,brown,brown,-0.025681485,0.110064229,-0.028733478,0.01921798,-0.124715318,0.165969847,0.105372705,0.091239441,0.016786247,-0.012281375,-0.015778272,-0.077026197
TENM3,black,black,0.046754279,-0.059176201,-0.158981198,0.252243387,-0.080380852,0.018130109,-0.140271687,0.479040174,-0.035530093,0.108938117,-0.098601233,-0.078453557
CADPS,blue,blue,-0.032124591,0.111442866,0.081714457,-0.043656045,0.027040807,0.003688872,0.035227834,-0.018832881,0.061992173,-0.03457087,-0.07913581,-0.043603235
KCNMB2,turquoise,turquoise,-0.033935871,0.054164598,0.137459346,-0.075595718,0.180934217,-0.074214044,0.032536817,-0.045923167,-0.072991147,0.039246373,0.113260765,0.043650197
GLA,red,red,-0.062204392,-0.147787351,0.054787745,-0.065416879,-0.068005851,0.102062425,0.320313063,-0.045758337,-0.105806238,0.023747264,0.276412882,0.229110949
IGF2BP2,brown,brown,-0.019127957,0.01716874,-0.097791641,0.209241895,-0.138563975,0.164373941,0.018816374,-0.001825696,0.092234405,-0.056065658,-0.081389329,-0.083832408
RNF217,yellow,yellow,-0.01930331,0.009889583,0.03012322,0.122312849,0.072099989,-0.031417867,-0.05841088,0.024067209,-0.039580651,0.067533241,-0.009325346,-0.00740432
PTGER3,blue,blue,-0.010982354,0.194902379,0.048873684,0.004738027,0.055346258,-0.049208824,-0.013344886,0.003707663,0.007992869,0.010655667,-0.039642982,-0.036487085
LINC01088,blue,blue,-0.065916134,0.156669026,0.086695371,-0.110178284,0.084936857,0.077071178,0.083088225,-0.077025235,-0.0483578,-0.079749196,0.03529214,-0.06038505
DGKB,green,green,-0.021535335,0.014192166,0.052532813,-0.03318838,0.074985365,-0.003412556,0.01738226,-0.000343697,-0.070867782,0.150765806,0.096832696,0.019072427
MYBL1,blue,blue,-0.005690276,0.109832029,0.045914811,0.020053384,0.03592167,-0.04166468,-0.009117034,0.043407813,0.013249701,0.013900922,-0.016621057,0.006561352
HIF1A-AS3,green,green,-0.007359429,-0.055985684,0.04798368,0.04929854,0.027205363,-0.020405958,-0.044845831,0.016095678,-0.039938527,0.100306419,0.051541939,0.037998895
PAMR1,greenyellow,greenyellow,-0.039611991,0.027391085,0.02245473,-0.013257034,-0.001441735,0.035139795,-0.09294567,0.009979822,0.466091406,0.022843697,-0.13074659,-0.040953571
APOC1,green,green,-0.005112079,0.004768978,0.039332004,0.009494701,0.007551314,-0.009389726,-0.032753929,-0.004833926,-0.045676485,0.062065711,0.025888471,0.008164347
ADGRV1,yellow,yellow,-0.003024354,0.023282453,-0.113080486,0.23913072,-0.109848425,0.120963009,0.011568948,0.005875634,-0.013426642,-0.05298631,-0.046011595,-0.092030268
DDX58,turquoise,turquoise,-0.058545152,0.222196864,0.12158745,-0.032894057,0.11986752,-0.070666839,0.222182109,-0.070258217,-0.055157527,-0.100533974,0.085923585,0.142290939
SPOCK1,brown,brown,-0.053030313,-0.044671781,-0.043568617,0.027594995,-0.123723612,0.215827793,-0.094309841,0.046401705,0.049662188,0.207667715,0.016818123,-0.10745345
EPB41L3,brown,brown,-0.067906842,-0.086605713,-0.203299962,0.294471488,-0.275851255,0.392416679,-0.085642567,-0.048700962,0.312907378,-0.061010905,-0.147810282,-0.250203976
LPCAT2,blue,blue,-0.068787838,0.288380701,0.15708137,-0.110181883,0.168044361,-0.049233593,0.121913346,-0.05817823,0.110269559,-0.079634687,-0.02363071,0.034994693
PLEKHA5,turquoise,turquoise,-0.013053764,-0.00401018,0.117855097,0.042689187,0.274016523,-0.246918296,-0.128403841,0.176526987,0.003184552,0.157096907,-0.053334662,0.101400885
SGCD,turquoise,turquoise,-0.029816286,0.027519905,0.084301453,0.087098071,0.204805373,-0.125087845,-0.118717924,0.069449908,0.013165669,0.214437627,-0.013087092,0.04946638
MYLK4,blue,blue,-0.015080279,0.232622914,0.062700262,-0.015535116,0.077996595,-0.060870623,-0.005199765,-0.005480373,0.014945794,-0.001830047,-0.025551464,-0.036350107
HSH2D,blue,blue,-0.008081888,0.154178153,0.049290875,4.25E-05,0.066009569,-0.053545395,0.00458807,0.007803983,0.025855743,0.00043811,-0.024653092,-0.005463902
NTN1,brown,brown,-0.041689879,-0.067278343,-0.017928091,-0.022621898,-0.090781845,0.15837144,-0.027647142,0.020276538,0.056055271,0.085368391,0.023980017,-0.059713088
CCDC80,green,green,-0.049345241,0.014284881,0.115013224,0.06485788,-0.010395198,-0.000443839,-0.063652305,0.065834631,0.21028317,0.354304704,0.023766235,-0.007124717
IL6R-AS1,brown,brown,-0.021380456,-0.005980996,-0.031036718,0.037365026,-0.077656421,0.114903504,0.039652817,-0.010689933,0.063485313,-0.031413951,0.015623025,-0.04264369
AC025580.2,yellow,yellow,0.034364072,0.035791121,-0.126081657,0.363525839,-0.071159045,0.024941256,-0.051017206,0.036564288,-0.022262729,-0.051097944,-0.080543446,-0.066138737
AC020637.1,blue,blue,0.017145222,0.07559701,0.031763808,-0.008711411,0.038634649,-0.035069328,-0.016121183,0.004235318,0.01918282,0.021113955,-0.025084507,-0.011506916
DDR2,blue,blue,-0.063055307,0.504170449,-0.003723625,0.124807118,-0.031896684,0.074306998,0.07060386,-0.008818814,0.184292464,-0.090452012,-0.143822377,-0.149264231
F8,brown,brown,0.011476321,0.059733795,0.029186251,0.019245594,0.008586501,0.039129811,0.047006309,-0.008385768,-0.010049627,-0.005740038,0.012149954,-0.020811212
LINC00511,black,black,-0.003182194,-0.005984096,-0.049203621,0.062388075,-0.055996593,0.02171186,0.018842408,0.263952108,-0.046923893,0.090820274,0.019133501,0.026621285
MAGI2,yellow,yellow,-0.043820213,0.006241586,-0.082429221,0.316109009,-0.005008187,0.028362967,-0.048368039,0.043941062,-0.009458922,0.006280058,-0.072004264,-0.04517741
SYNJ2,brown,brown,-0.025333212,0.062881608,-0.047473786,0.096376681,-0.100439924,0.152635746,-0.05587553,0.009801252,0.088624466,0.041128857,-0.066416835,-0.118057131
ABCA8,turquoise,turquoise,-0.082611937,0.155245059,0.400452618,-0.291943679,0.516071495,-0.396683644,0.004123096,-0.165333505,-0.067446105,0.031422291,0.072542856,0.138069881
SELENOV,blue,blue,-0.007020084,0.659100613,0.069672624,-0.024718242,0.083792546,-0.117833452,0.018487157,-0.000551012,0.045308849,-0.062978857,-0.098429856,-0.100731666
LAMP3,blue,blue,-0.006367168,0.104319764,0.038824302,-0.009904027,0.048630286,-0.035601735,0.018112386,-0.006730454,0.002248835,0.007528475,-0.006576581,-0.007105963
LRRC2,yellow,yellow,0.030844677,-0.031961955,-0.187937099,0.51487446,-0.095465333,0.018089095,-0.097959286,0.048546102,-0.05600134,-0.019921335,-0.109116896,-0.063741466
TCIM,yellow,yellow,0.048574215,-0.021424947,-0.139961449,0.399300689,-0.067997236,-0.000624606,-0.072644251,0.044052276,-0.051626954,-0.025950982,-0.064996891,-0.042204824
RUNX1,brown,brown,-0.050628005,0.057918237,-0.234319029,0.230578582,-0.40231255,0.471802268,0.229923184,0.041375486,0.019046507,-0.128075516,0.026448486,-0.120495691
ARL4C,brown,brown,0.002440463,0.040835003,0.01561526,-0.003804476,-0.033559354,0.071059226,0.033325487,0.007284892,0.136096203,-0.039104528,-0.04340891,-0.023008433
TPM2,green,green,0.003946614,-0.029894101,0.081225327,-0.052430532,0.027165617,-0.008440987,-0.010502384,0.00295853,-0.043247612,0.127926098,0.069688499,0.032095459
PTPN1,yellow,yellow,-0.018843561,-0.027128048,-0.083640156,0.169675014,-0.121711043,0.156944248,0.056735897,0.031566357,-0.039702191,-0.007712403,0.017068048,-0.05801687
GPR156,blue,blue,-0.001590964,0.346221166,0.088745296,-0.004844685,0.092608268,-0.082112204,-0.017896786,0.001047805,0.090343236,-0.014009286,-0.059939999,-0.048326292
HTRA1,yellow,yellow,0.034749122,-0.014397329,-0.074319988,0.490075921,-0.012205686,-0.065502301,-0.180772343,0.147893412,0.005531896,0.187427799,-0.095923056,-0.051488243
KITLG,brown,brown,-0.077544407,0.011622388,0.03415334,0.028512364,-0.025166283,0.104719725,0.07021138,-0.077275913,0.060389384,-0.117084414,0.003689976,0.077626467
CROCC,turquoise,turquoise,-0.002694503,0.133418819,0.118379287,-0.037767357,0.162553078,-0.148433587,-0.051348748,0.022425006,0.027067745,0.010252765,-0.06706208,0.019468326
PTPRG,brown,brown,-0.085530243,0.083432711,-0.032033635,0.127553951,0.007134098,0.182293196,0.033304854,-0.128694351,0.007037563,-0.092368319,0.07125344,-0.142044898
AL008633.1,brown,brown,-0.0530318,0.066190408,0.000995847,0.013293843,-0.036184402,0.134555833,0.025237133,-0.028274097,0.079824487,0.012229014,-0.015160694,-0.102625434
LRRC7,turquoise,turquoise,-0.02325104,-0.008410401,0.101327085,-0.06603479,0.196485242,-0.115253165,0.009457618,-0.016211312,-0.147433094,0.146608433,0.167312729,0.113871988
LINC00944,yellow,yellow,-0.009192358,-0.014851058,-0.11790216,0.225895424,-0.16517845,0.176129298,0.055708501,-0.000821713,-0.016778718,-0.059797051,-0.029214285,-0.087468934
AF165147.1,blue,blue,-0.023766548,0.107689418,-0.031591677,0.118563032,-0.044289022,0.077783974,0.038845315,-0.012473165,0.050650631,-0.07335204,-0.040882574,-0.066732367
MIR222HG,brown,brown,-0.026085933,-0.126196919,-0.225889738,0.212538062,-0.381160143,0.443844659,0.040818629,-0.016355686,0.047581778,-0.034914249,0.016883123,-0.152103861
THSD7B,yellow,yellow,-0.007152077,0.017248112,-0.031412664,0.082093873,-0.039863257,0.045464587,0.002629061,0.0280285,-0.005331634,0.007292351,-0.02178468,-0.025463486
ELOVL6,brown,brown,-0.039956451,0.008821289,0.016662135,-0.017897164,-0.027431452,0.108898182,0.00600001,-0.024220492,0.130257779,0.024210708,-0.006205366,-0.078273748
AL049629.1,blue,blue,-0.032765671,0.275784906,-0.039456309,-0.014511712,-0.137135555,0.223429276,0.104005455,-0.030359808,0.057102927,-0.058634454,-0.033304344,-0.158403583
SRGAP1,brown,brown,-0.110946912,-0.102512514,-0.078358679,-0.098856859,-0.273727341,0.501901936,0.159139201,-0.093627521,0.000519312,-0.059904685,0.163846044,-0.217340716
BACH2,brown,brown,-0.062757492,-0.013682376,0.040254579,-0.056454508,0.044873814,0.089219536,0.024948062,-0.008401319,-0.013424981,0.101904948,0.119007834,0.011914941
ANTXR2,turquoise,turquoise,-0.070748854,0.063252954,0.155948551,-0.062791486,0.261287152,-0.093577947,-0.122409918,-0.025039311,0.102812726,0.087522703,-0.050331157,-0.036351511
CBLB,brown,brown,-0.137427302,-0.075155199,0.004230407,-0.157883414,-0.19197231,0.322701381,0.21387278,-0.132567469,0.018270823,-0.089085289,0.243984957,-0.014079052
SORBS1,brown,brown,0.057068686,0.049716077,-0.072808982,0.018863703,-0.139637258,0.150113133,0.184725183,-0.037410137,-0.03209703,-0.129479988,0.032886742,0.020419695
LINC01619,blue,blue,-0.020608912,0.392066144,0.002249642,0.163696726,0.029505887,-0.009634378,0.089448377,-0.015036894,-0.031923112,-0.093441154,-0.001746588,0.038567124
SLC38A1,green,green,-0.026705613,-0.033963098,0.063014665,-0.024337592,0.036764395,0.035411232,-0.013387378,-0.013878071,-0.052505614,0.084234515,0.08231779,0.004100717
FNIP2,brown,brown,-0.005265671,-0.165058434,-0.252503039,0.290958301,-0.362099919,0.441515549,0.021382045,0.016936007,0.035587506,0.020931023,0.020974882,-0.172610488
NTM,greenyellow,greenyellow,-0.057103671,0.075014577,0.031830931,-0.040913816,0.02643345,0.047409204,-0.082876387,-0.010604982,0.481971506,-0.062885107,-0.183047445,-0.103010586
CLEC2B,purple,purple,-0.039218414,-0.072427069,0.094262546,-0.059751096,0.0064992,0.028162364,0.026526749,-0.028944347,-0.024246521,0.081831328,0.174502097,0.081350795
SLC2A3,magenta,magenta,-0.038317376,-0.041030396,0.182724677,-0.174607586,0.126710968,-0.092906721,0.199721002,-0.092584508,-0.094096586,0.094006021,0.24643859,0.378426088
PLD5,turquoise,turquoise,-0.03143843,-0.022161215,0.17450726,-0.096532758,0.270547678,-0.14969904,0.005060248,-0.039781112,-0.197777465,0.177501607,0.211377655,0.154502269
SAMD4A,brown,brown,-0.122598754,0.089990745,-0.075732305,-0.051905609,-0.351173388,0.47965067,0.492706982,-0.112702784,-0.048855858,-0.21423623,0.275162234,0.004100022
LYVE1,yellow,yellow,0.015927871,-0.008436416,-0.052272875,0.163181122,-0.01935005,-0.006411496,-0.045506537,0.04639305,-0.030663619,0.021912822,-0.041006823,-0.022932039
ADAMTS12,turquoise,turquoise,-0.041033932,0.125671183,0.205586278,-0.105544255,0.330816758,-0.22331611,-0.034202748,-0.040265988,-0.082759389,0.086415273,0.067981276,0.077912789
CLEC2D,turquoise,turquoise,-0.005541106,0.050065266,0.120868568,-0.024498838,0.175010146,-0.117404723,-0.025255444,0.056250335,-0.012343509,0.042552867,0.003107739,0.051199381
SYNPO2,blue,blue,-0.031458017,0.092554686,0.037706893,0.058461556,0.030753668,-0.001613264,0.035468339,-0.005746788,0.105032664,-0.072193787,-0.075959721,0.004143614
SLC7A14-AS1,blue,blue,-0.024005869,0.261153679,0.041607411,-0.030076155,0.048672495,-0.017030729,-0.047717171,-0.025559871,0.26428051,-0.110934733,-0.176116247,-0.106968301
SAT1,purple,purple,0.051609353,-0.158565999,-0.07253652,0.114155905,-0.119207624,0.080745158,0.102897617,-0.038938008,-0.093574513,-0.039521845,0.172866997,0.152670307
MBNL1,turquoise,turquoise,-0.034581482,-0.008437331,0.154624957,-0.108986689,0.228364578,-0.177538735,-0.010944624,-0.032518639,-0.012705008,0.055155391,0.075048162,0.141527999
AC022276.1,blue,blue,-0.007071558,0.417343247,0.105001077,-0.030609212,0.085683245,-0.09709312,-0.014693926,0.00526798,0.010810659,0.043046863,0.006898077,-0.026281232
TRIM69,blue,blue,-0.025133705,0.539703494,0.106990812,0.027071203,0.131995305,-0.13324281,0.07676705,-0.016203515,0.085130124,-0.061387884,-0.08805847,-0.008923537
CREB5,brown,brown,-0.036694773,0.009162647,-0.210810778,0.364375997,-0.182170533,0.249846141,-0.100775807,-0.014253985,0.302178864,-0.085740745,-0.190985257,-0.169798271
TBXAS1,yellow,yellow,-5.67E-05,0.038158619,-0.023665024,0.072638227,-0.034016978,0.046516188,0.003141377,0.014497869,0.001559613,-0.012188108,-0.021495389,-0.034204796
CRYM,brown,brown,-0.015906047,0.098684252,-0.149644671,0.239180541,-0.177469064,0.187527247,-0.065756456,0.005422095,0.282631291,-0.10153303,-0.203732194,-0.151465551
PXDNL,greenyellow,greenyellow,-0.050880781,0.202941766,0.081565825,-0.034461279,0.112656364,-0.015707026,-0.102838587,-0.0410343,0.471425908,-0.073089903,-0.18713432,-0.140047462
COLEC12,turquoise,turquoise,-0.055470319,-0.066827489,0.09477455,0.100094579,0.149518002,-0.057280361,-0.000984129,-0.005002843,-0.308959765,0.250327314,0.281772508,0.090139973
COL4A1,purple,purple,-0.084236121,-0.035622308,0.050669744,-0.037558037,-0.014700529,0.187376125,0.197522988,-0.126560584,-0.253964463,0.082062315,0.47094309,0.008370914
IL10,blue,blue,0.003561746,0.057080951,0.009887329,-0.005594805,0.004027259,-0.00848203,0.003011047,0.01409817,-0.005635184,0.004076893,-0.005734351,-0.004524896
EMILIN2,greenyellow,greenyellow,-0.037078699,0.0994026,0.0529398,-0.023828698,-0.033641741,0.074776391,-0.034267338,-0.016142313,0.413470826,0.01892654,-0.117532529,-0.058022494
TNXB,greenyellow,greenyellow,-0.097654478,-0.026765998,0.179292017,-0.089634911,0.08846488,0.013259809,-0.148736287,-0.106117233,0.516034926,0.139068926,-0.106267324,-0.12965134
COL8A1,turquoise,turquoise,-0.056533122,0.060862764,0.168060093,-0.05330924,0.198427695,-0.084883201,0.031891725,-0.054763505,-0.065221369,0.038650761,0.110357541,0.045331716
MID1,brown,brown,-0.030054682,-0.02174169,0.006237195,-0.00121051,-0.051802731,0.090182117,0.010281885,0.053667514,0.042052882,0.037180906,0.008059806,-0.022502999
AGTR1,brown,brown,-0.123592516,-0.001514595,0.139189334,-0.160240962,0.021386548,0.165726447,0.202375216,-0.133121487,-0.041712015,-0.066226756,0.24288604,0.06201894
THSD4,black,black,0.02414167,0.115204519,-0.032630529,0.039755389,-0.000422673,-0.040089169,-0.107696771,0.367764008,0.028744714,0.189442763,-0.074295706,-0.04919286
TMTC1,turquoise,turquoise,-0.011612922,0.045765825,0.091041799,0.047955817,0.186361706,-0.064716384,0.017239892,-0.08172723,0.020659449,-0.023833256,0.082997848,0.042794856
PDE1A,turquoise,turquoise,-0.04115576,0.064664068,0.208610949,-0.007257493,0.390295941,-0.263395898,-0.156034313,-0.053885644,-0.007881794,0.142634276,0.005136976,0.078533039
PIP5K1B,blue,blue,-0.010802337,0.062019763,0.034612612,-0.01101951,0.031805872,-0.012954243,0.00904118,-0.003527848,0.010248946,-0.020153338,-0.009943935,-0.010440418
ARHGAP6,purple,purple,-0.057971534,0.031492123,0.116535791,-0.108126792,0.107452456,0.012928105,0.068969253,-0.069811557,-0.06947562,-0.013268805,0.142610302,0.016352867
ATP8A1,turquoise,turquoise,-0.02051434,0.021343694,0.097608179,-0.037016181,0.104991613,-0.081857843,-0.037704344,-0.019062004,0.047376114,-0.025091039,-0.039281624,0.019966803
RETREG1,yellow,yellow,0.029887537,0.00438918,-0.204468068,0.476425391,-0.139854447,0.051937261,-0.100957818,0.065138049,0.058029151,-0.070173931,-0.181667249,-0.113473168
TIMP1,yellow,yellow,-0.013497987,-0.050132388,-0.099072027,0.373058638,-0.166079552,0.082532306,-0.141169523,0.101749118,0.059437308,0.243614831,-0.059847668,-0.071996592
DISP1,yellow,yellow,0.020785665,-0.011598974,-0.068206074,0.268324041,0.012864845,-0.039230695,-0.110374562,0.093676365,0.023235642,0.058061483,-0.083192102,-0.031684552
PRMT9,red,red,-0.030052148,-0.016680898,0.035325922,-0.020729575,0.008622961,0.048621261,0.106989921,-0.01492418,0.010007239,-0.025840027,0.029691894,0.010316164
CEMIP,yellow,yellow,0.024855864,0.047861397,-0.13697704,0.437357596,-0.039974971,-0.036599774,-0.06954638,0.071109748,-0.049442473,-0.014951464,-0.107134248,-0.018218524
TMEM108,turquoise,turquoise,-0.050768909,0.041286512,0.114091664,-0.01090968,0.139520675,-0.057097811,0.000698172,-0.054149661,0.063756066,-0.027437888,0.010100987,0.055810255
AC025280.3,red,red,-0.055917798,0.001305318,0.095462638,-0.072537497,0.022710066,0.015232896,0.334741158,-0.040696702,-0.062908525,-0.018116319,0.204081948,0.15595352
SQSTM1,magenta,magenta,-0.066271782,-0.24399704,0.019383965,-0.08059423,-0.147888908,0.10510152,0.314082701,-0.071643947,-0.099078391,-0.052533562,0.22656666,0.485439084
PLCB1,brown,brown,-0.027178432,0.052531259,-0.074385533,0.172488266,-0.049927205,0.164918811,-0.078296929,-0.078293591,0.327747988,-0.11980128,-0.159803674,-0.155107544
LNX1,yellow,yellow,0.01910776,0.140360186,-0.110523122,0.329622271,-0.080102396,0.051008869,-0.024354369,0.020314988,0.012473895,-0.073783813,-0.119971782,-0.104282687
DIRC3,yellow,yellow,-0.006705867,0.287134522,-0.102629893,0.287501722,-0.10299558,0.110161248,0.028646771,0.02199137,0.035517389,-0.03977521,-0.109095662,-0.158834192
STEAP1B,brown,brown,-0.015225565,0.034082201,0.060383176,-0.008612904,-0.024677738,0.05125265,0.013741545,-0.020063345,0.03491363,-0.001485493,0.000405216,-0.018842559
YES1,brown,brown,-0.000576995,-0.126704393,-0.048246384,-0.024116745,-0.180616911,0.257684906,0.178250621,-0.0857394,-0.050161792,-0.080836003,0.150547708,0.010199629
MIR99AHG,turquoise,turquoise,-0.007516397,0.125797445,0.108379556,0.147928569,0.396023532,-0.393622389,-0.160860659,0.066134978,0.000684239,0.02585382,-0.177473745,0.089854539
LGR6,blue,blue,-0.00681469,0.068784969,0.004887719,-0.004276146,0.010341723,-0.00095013,0.015265071,-0.001160667,0.007071745,-0.010633786,-0.00549429,-0.013902849
AL513166.1,blue,blue,-0.024972325,0.15637708,0.101971701,-0.060948454,0.122255001,-0.077093795,0.011350145,-0.041511958,0.037422442,-0.03971593,-0.045341274,-0.039038644
ARHGEF7,turquoise,turquoise,0.099252891,0.045941265,0.065012502,-0.034088099,0.128783544,-0.089143353,-0.027190279,-0.03536969,0.018894382,-0.015134493,-0.029795306,0.042563851
PDZRN3,turquoise,turquoise,-0.051657,-0.046326518,0.103268449,-0.019165207,0.176134181,-0.037850056,0.024118683,0.059022195,-0.125319628,0.108420413,0.149556752,0.098680104
TMEM163,black,black,0.038899729,0.035190082,0.008832422,0.004419051,0.03186758,-0.040574886,-0.023080108,0.207162176,-0.012735199,0.027544966,-0.013189077,-0.007828105
RAB44,blue,blue,-0.012166405,0.634328476,0.13713416,-0.042927204,0.170035527,-0.188140214,0.044223847,-0.008254577,0.075486186,-0.09718705,-0.119474726,-0.031087823
MYO1B,brown,brown,-0.048227657,-0.005770395,-0.116000578,0.173583614,-0.198400121,0.263939443,0.025408174,0.045097745,-0.016381865,0.024978609,0.004037146,-0.138303452
GPR176,yellow,yellow,-0.001288388,-0.023744177,-0.080281834,0.170022135,-0.062766379,0.032171721,-0.082658076,0.093960558,0.084283853,0.032860093,-0.090152278,-0.043609384
AL139260.1,brown,brown,-0.075171131,0.058806996,-0.03055577,-0.05663235,-0.172411471,0.278913906,0.298570805,-0.070031629,0.038455024,-0.134584296,0.076877895,-0.077918365
MEDAG,brown,brown,-0.105883493,-0.131742947,-0.147506195,0.069706975,-0.410437147,0.558060108,0.239385683,-0.073370141,0.098728235,-0.107450046,0.128578283,-0.163531027
AC138305.1,yellow,yellow,0.002300999,-0.008835531,-0.046903841,0.125177581,-0.023205635,0.000569074,-0.020265927,0.009437615,-0.016310671,0.001904995,-0.021625965,-0.002967884
SNHG31,blue,blue,-0.028630782,0.184859712,0.03203836,-0.03327364,-0.019557514,0.054565374,0.09094739,0.001462764,-0.000409847,-0.019529754,0.03933136,-0.030819288
AL359232.1,blue,blue,-0.021618151,0.060741005,0.052765388,-0.002836751,0.072448935,-0.025644129,0.041862248,-0.017868686,-0.007725931,-0.028857308,0.010010964,0.003191936
LAMA4,brown,brown,-0.010760203,-0.056944132,0.008935601,0.131886279,-0.000127392,0.098122854,0.013179459,-0.039943161,-0.032432605,0.141139482,0.110160258,-0.111258669
ST8SIA1,turquoise,turquoise,-0.027629339,0.089938465,0.154232673,-0.050195594,0.234201984,-0.154660975,-0.063403393,0.015140459,-0.016506725,0.071712458,-0.006526933,0.041471451
PLAUR,red,red,-0.03381974,-0.060255577,0.022912507,-0.091070635,-0.148578712,0.213627521,0.291749385,-0.054024782,-0.061336036,-0.013322608,0.231359435,0.026821119
LRRC49,brown,brown,-0.064270321,-0.006307398,-0.025563241,-0.057079343,-0.14105106,0.292415864,0.164231092,-0.057293744,0.029933306,-0.099987741,0.0417345,-0.101491219
C2,blue,blue,-0.002735454,0.370352423,0.085059025,0.07027266,0.130009939,-0.115091126,-0.032515292,0.004376987,0.033202502,-0.003325765,-0.091180424,-0.06640439
